74687,14265,24000,36422,14777,5.4208
62563,13525,24000,25038,10976,5.7
63643,17616,24000,22027,13541,4.7
56515,10259,24000,22255,8435,6.7
79449,23623,24000,31827,14387,5.4208
61986,20412,24000,17575,15292,4.0625
