20060515,0,0,2.8
20060515,0,5,20.2
20060515,0,10,20.6
20060515,0,15,4
20060515,0,20,0
20060515,0,25,1.6
20060515,0,30,18.8
20060515,0,35,19.8
20060515,0,40,9.4
20060515,0,45,2.2
20060515,0,50,0
20060515,0,55,0
20060515,1,0,11.6
20060515,1,5,20.4
20060515,1,10,17.2
20060515,1,15,17.6
20060515,1,20,15
20060515,1,25,2.8
20060515,1,30,2.6
20060515,1,35,3.4
20060515,1,40,0
20060515,1,45,0.2
20060515,1,50,0.6
20060515,1,55,0
20060515,2,0,1.8
20060515,2,5,2
20060515,2,10,4.2
20060515,2,15,20.4
20060515,2,20,26.2
20060515,2,25,24
20060515,2,30,22
20060515,2,35,14.6
20060515,2,40,16.6
20060515,2,45,13.2
20060515,2,50,14.2
20060515,2,55,15.2
20060515,3,0,13.6
20060515,3,5,3.2
20060515,3,10,7.8
20060515,3,15,6.4
20060515,3,20,4
20060515,3,25,2.4
20060515,3,30,6.4
20060515,3,35,4.8
20060515,3,40,11.4
20060515,3,45,1
20060515,3,50,1.4
20060515,3,55,3.2
20060515,4,0,8.6
20060515,4,5,6.2
20060515,4,10,9
20060515,4,15,4.6
20060515,4,20,0.2
20060515,4,25,0
20060515,4,30,0.4
20060515,4,35,4
20060515,4,40,0.6
20060515,4,45,0
20060515,4,50,0
20060515,4,55,0.8
20060515,5,0,0.4
20060515,5,5,2.8
20060515,5,10,1.2
20060515,5,15,1.2
20060515,5,20,0
20060515,5,25,1.6
20060515,5,30,2.2
20060515,5,35,5
20060515,5,40,3.8
20060515,5,45,1
20060515,5,50,9
20060515,5,55,4.2
20060515,6,0,1.8
20060515,6,5,7
20060515,6,10,11.2
20060515,6,15,6
20060515,6,20,3.6
20060515,6,25,5.6
20060515,6,30,11.2
20060515,6,35,20.4
20060515,6,40,18
20060515,6,45,6
20060515,6,50,8
20060515,6,55,14
20060515,7,0,10.6
20060515,7,5,13.2
20060515,7,10,17
20060515,7,15,25
20060515,7,20,48.4
20060515,7,25,37.4
20060515,7,30,37.2
20060515,7,35,39
20060515,7,40,44.8
20060515,7,45,31.8
20060515,7,50,40.2
20060515,7,55,38.6
20060515,8,0,51.2
20060515,8,5,69.2
20060515,8,10,57
20060515,8,15,39.8
20060515,8,20,47.6
20060515,8,25,46.2
20060515,8,30,45.6
20060515,8,35,41.4
20060515,8,40,53
20060515,8,45,45.4
20060515,8,50,54.2
20060515,8,55,58.2
20060515,9,0,43.6
20060515,9,5,42.6
20060515,9,10,47.6
20060515,9,15,28.4
20060515,9,20,53.8
20060515,9,25,53
20060515,9,30,48
20060515,9,35,47.6
20060515,9,40,41.8
20060515,9,45,55.2
20060515,9,50,50.4
20060515,9,55,56.2
20060515,10,0,51.4
20060515,10,5,50
20060515,10,10,52.4
20060515,10,15,57.2
20060515,10,20,62.4
20060515,10,25,56.2
20060515,10,30,56.8
20060515,10,35,56.4
20060515,10,40,49.4
20060515,10,45,49.4
20060515,10,50,45.4
20060515,10,55,58
20060515,11,0,49
20060515,11,5,70.6
20060515,11,10,51.8
20060515,11,15,47.8
20060515,11,20,60.2
20060515,11,25,49.4
20060515,11,30,38.4
20060515,11,35,58.8
20060515,11,40,56.6
20060515,11,45,40.4
20060515,11,50,46.8
20060515,11,55,53.6
20060515,12,0,40
20060515,12,5,46
20060515,12,10,35.4
20060515,12,15,25.8
20060515,12,20,41.6
20060515,12,25,24.8
20060515,12,30,28.6
20060515,12,35,28.4
20060515,12,40,36.4
20060515,12,45,38.4
20060515,12,50,48.4
20060515,12,55,58.2
20060515,13,0,60
20060515,13,5,60
20060515,13,10,40.2
20060515,13,15,50.2
20060515,13,20,59.6
20060515,13,25,48.8
20060515,13,30,49
20060515,13,35,58.4
20060515,13,40,59.6
20060515,13,45,69.8
20060515,13,50,40.4
20060515,13,55,55.2
20060515,14,0,53
20060515,14,5,56.2
20060515,14,10,56.4
20060515,14,15,61
20060515,14,20,61.4
20060515,14,25,65.8
20060515,14,30,42
20060515,14,35,53
20060515,14,40,52.6
20060515,14,45,56.8
20060515,14,50,42.8
20060515,14,55,50.6
20060515,15,0,48.6
20060515,15,5,59.2
20060515,15,10,58.8
20060515,15,15,52.6
20060515,15,20,52.6
20060515,15,25,46.6
20060515,15,30,67
20060515,15,35,57
20060515,15,40,51
20060515,15,45,58
20060515,15,50,63.4
20060515,15,55,65.2
20060515,16,0,51.8
20060515,16,5,52.2
20060515,16,10,47
20060515,16,15,46.6
20060515,16,20,47.6
20060515,16,25,44.8
20060515,16,30,34.4
20060515,16,35,25.6
20060515,16,40,34.6
20060515,16,45,29
20060515,16,50,20.8
20060515,16,55,17.6
20060515,17,0,18
20060515,17,5,22.8
20060515,17,10,23
20060515,17,15,13.8
20060515,17,20,14.8
20060515,17,25,10.8
20060515,17,30,14.2
20060515,17,35,11.6
20060515,17,40,6.4
20060515,17,45,14.6
20060515,17,50,13.6
20060515,17,55,8.6
20060515,18,0,8.4
20060515,18,5,7.4
20060515,18,10,8.8
20060515,18,15,6.6
20060515,18,20,11.2
20060515,18,25,2.8
20060515,18,30,7.8
20060515,18,35,10.8
20060515,18,40,7.4
20060515,18,45,6
20060515,18,50,6.4
20060515,18,55,3.2
20060515,19,0,2.2
20060515,19,5,7.6
20060515,19,10,8.4
20060515,19,15,2.4
20060515,19,20,7.4
20060515,19,25,11.2
20060515,19,30,10.8
20060515,19,35,9
20060515,19,40,5.8
20060515,19,45,9.4
20060515,19,50,1.8
20060515,19,55,3.4
20060515,20,0,14
20060515,20,5,4.8
20060515,20,10,10
20060515,20,15,12
20060515,20,20,9.4
20060515,20,25,7.4
20060515,20,30,6.4
20060515,20,35,5.2
20060515,20,40,4.2
20060515,20,45,3
20060515,20,50,2
20060515,20,55,2.6
20060515,21,0,13.2
20060515,21,5,11.4
20060515,21,10,9
20060515,21,15,11
20060515,21,20,13.6
20060515,21,25,11.4
20060515,21,30,10.8
20060515,21,35,2.6
20060515,21,40,2.4
20060515,21,45,4.4
20060515,21,50,4.6
20060515,21,55,9.6
20060515,22,0,8.4
20060515,22,5,9.8
20060515,22,10,11.6
20060515,22,15,10
20060515,22,20,19
20060515,22,25,0.6
20060515,22,30,4.8
20060515,22,35,0.6
20060515,22,40,2
20060515,22,45,5.4
20060515,22,50,3.4
20060515,22,55,9.4
20060515,23,0,7.4
20060515,23,5,7
20060515,23,10,3.4
20060515,23,15,4.6
20060515,23,20,8.2
20060515,23,25,1.6
20060515,23,30,5.8
20060515,23,35,5
20060515,23,40,0.6
20060515,23,45,4.2
20060515,23,50,0.6
20060515,23,55,0.8
20060516,0,0,3.6
20060516,0,5,22.4
20060516,0,10,23.4
20060516,0,15,7.8
20060516,0,20,0.8
20060516,0,25,5
20060516,0,30,23.6
20060516,0,35,27.2
20060516,0,40,16.6
20060516,0,45,6.8
20060516,0,50,10.2
20060516,0,55,11.6
20060516,1,0,19.4
20060516,1,5,25.4
20060516,1,10,27
20060516,1,15,19.2
20060516,1,20,21.8
20060516,1,25,15.2
20060516,1,30,12
20060516,1,35,15.8
20060516,1,40,10.4
20060516,1,45,10.8
20060516,1,50,12.4
20060516,1,55,7.2
20060516,2,0,10
20060516,2,5,8.4
20060516,2,10,10.2
20060516,2,15,10.6
20060516,2,20,17
20060516,2,25,20.6
20060516,2,30,23.4
20060516,2,35,23
20060516,2,40,25.8
20060516,2,45,14.6
20060516,2,50,10.4
20060516,2,55,19.2
20060516,3,0,18.4
20060516,3,5,15.2
20060516,3,10,12
20060516,3,15,14.6
20060516,3,20,32.4
20060516,3,25,26.2
20060516,3,30,20.4
20060516,3,35,18.6
20060516,3,40,21
20060516,3,45,23.4
20060516,3,50,17
20060516,3,55,13.8
20060516,4,0,14.6
20060516,4,5,14
20060516,4,10,19.8
20060516,4,15,16
20060516,4,20,20.6
20060516,4,25,19.2
20060516,4,30,23.4
20060516,4,35,12.6
20060516,4,40,14
20060516,4,45,10.4
20060516,4,50,11.2
20060516,4,55,4.2
20060516,5,0,4.2
20060516,5,5,3.4
20060516,5,10,2.2
20060516,5,15,6.2
20060516,5,20,7.2
20060516,5,25,9.6
20060516,5,30,12
20060516,5,35,4
20060516,5,40,5.6
20060516,5,45,10.6
20060516,5,50,10.6
20060516,5,55,11.6
20060516,6,0,7.8
20060516,6,5,9.2
20060516,6,10,7.2
20060516,6,15,7.4
20060516,6,20,6.4
20060516,6,25,4
20060516,6,30,11.4
20060516,6,35,19
20060516,6,40,6.2
20060516,6,45,14.2
20060516,6,50,25.8
20060516,6,55,24.8
20060516,7,0,23.6
20060516,7,5,26.8
20060516,7,10,31.8
20060516,7,15,25.2
20060516,7,20,18.8
20060516,7,25,17.6
20060516,7,30,21.4
20060516,7,35,37
20060516,7,40,32.4
20060516,7,45,26.4
20060516,7,50,38
20060516,7,55,39.4
20060516,8,0,43.6
20060516,8,5,50.8
20060516,8,10,38
20060516,8,15,52
20060516,8,20,43
20060516,8,25,50.6
20060516,8,30,61.6
20060516,8,35,59.2
20060516,8,40,56.2
20060516,8,45,35.6
20060516,8,50,35.8
20060516,8,55,53.4
20060516,9,0,30.2
20060516,9,5,50.4
20060516,9,10,59.4
20060516,9,15,49.4
20060516,9,20,51.6
20060516,9,25,66
20060516,9,30,62.4
20060516,9,35,56.4
20060516,9,40,60.8
20060516,9,45,56.4
20060516,9,50,46.6
20060516,9,55,61.2
20060516,10,0,46.6
20060516,10,5,44.2
20060516,10,10,41.2
20060516,10,15,51.2
20060516,10,20,55.8
20060516,10,25,58.8
20060516,10,30,53
20060516,10,35,57.4
20060516,10,40,44.8
20060516,10,45,48.8
20060516,10,50,44.4
20060516,10,55,60.8
20060516,11,0,53
20060516,11,5,61
20060516,11,10,51.4
20060516,11,15,73.4
20060516,11,20,64.8
20060516,11,25,74.4
20060516,11,30,75.4
20060516,11,35,60
20060516,11,40,65
20060516,11,45,78
20060516,11,50,71.8
20060516,11,55,75.2
20060516,12,0,69.6
20060516,12,5,64
20060516,12,10,74.2
20060516,12,15,57.2
20060516,12,20,65.6
20060516,12,25,56.6
20060516,12,30,62
20060516,12,35,58.6
20060516,12,40,63.8
20060516,12,45,56
20060516,12,50,45
20060516,12,55,55.6
20060516,13,0,54.2
20060516,13,5,51
20060516,13,10,55
20060516,13,15,60.2
20060516,13,20,63
20060516,13,25,51.2
20060516,13,30,81.8
20060516,13,35,70.4
20060516,13,40,59.6
20060516,13,45,59.6
20060516,13,50,66.4
20060516,13,55,68.6
20060516,14,0,60.4
20060516,14,5,75
20060516,14,10,79.4
20060516,14,15,63.6
20060516,14,20,75
20060516,14,25,68.4
20060516,14,30,61.8
20060516,14,35,73.6
20060516,14,40,64
20060516,14,45,57.8
20060516,14,50,62
20060516,14,55,60.4
20060516,15,0,48.4
20060516,15,5,51.6
20060516,15,10,64.2
20060516,15,15,60.2
20060516,15,20,60.8
20060516,15,25,66
20060516,15,30,53.6
20060516,15,35,53.8
20060516,15,40,52.2
20060516,15,45,49.8
20060516,15,50,60.4
20060516,15,55,68
20060516,16,0,58
20060516,16,5,68.4
20060516,16,10,65.8
20060516,16,15,56.2
20060516,16,20,65.4
20060516,16,25,36.6
20060516,16,30,39
20060516,16,35,32.6
20060516,16,40,30.4
20060516,16,45,22
20060516,16,50,24.6
20060516,16,55,18.2
20060516,17,0,22.8
20060516,17,5,22.2
20060516,17,10,22.6
20060516,17,15,14.4
20060516,17,20,20.8
20060516,17,25,14
20060516,17,30,10.6
20060516,17,35,18
20060516,17,40,12.4
20060516,17,45,16
20060516,17,50,11
20060516,17,55,13.2
20060516,18,0,17.2
20060516,18,5,8.2
20060516,18,10,23.2
20060516,18,15,19.6
20060516,18,20,8.4
20060516,18,25,10
20060516,18,30,8.6
20060516,18,35,6.8
20060516,18,40,3.2
20060516,18,45,8.8
20060516,18,50,11.2
20060516,18,55,5.8
20060516,19,0,6.4
20060516,19,5,3.4
20060516,19,10,12
20060516,19,15,6.2
20060516,19,20,8
20060516,19,25,15.8
20060516,19,30,8
20060516,19,35,14.4
20060516,19,40,22.6
20060516,19,45,16.8
20060516,19,50,9.4
20060516,19,55,13.6
20060516,20,0,18
20060516,20,5,16.6
20060516,20,10,19.4
20060516,20,15,25
20060516,20,20,12.2
20060516,20,25,17.6
20060516,20,30,9.4
20060516,20,35,16.4
20060516,20,40,21.8
20060516,20,45,13
20060516,20,50,2.6
20060516,20,55,7.4
20060516,21,0,6.2
20060516,21,5,13.4
20060516,21,10,14.2
20060516,21,15,12.8
20060516,21,20,21.8
20060516,21,25,11
20060516,21,30,1.4
20060516,21,35,1
20060516,21,40,2
20060516,21,45,0.6
20060516,21,50,0.6
20060516,21,55,14.4
20060516,22,0,8.6
20060516,22,5,9
20060516,22,10,9
20060516,22,15,5.4
20060516,22,20,6.2
20060516,22,25,7.4
20060516,22,30,7.2
20060516,22,35,2.8
20060516,22,40,9.2
20060516,22,45,5
20060516,22,50,4.4
20060516,22,55,4.8
20060516,23,0,4.4
20060516,23,5,1
20060516,23,10,2.6
20060516,23,15,0.6
20060516,23,20,4.2
20060516,23,25,12.2
20060516,23,30,13
20060516,23,35,10.8
20060516,23,40,7
20060516,23,45,2.8
20060516,23,50,2
20060516,23,55,1.2
20060517,0,0,10.8
20060517,0,5,23.6
20060517,0,10,28
20060517,0,15,9
20060517,0,20,4
20060517,0,25,0.8
20060517,0,30,17.4
20060517,0,35,19.8
20060517,0,40,9.4
20060517,0,45,2.6
20060517,0,50,0
20060517,0,55,0
20060517,1,0,16.4
20060517,1,5,23.4
20060517,1,10,26.2
20060517,1,15,22.8
20060517,1,20,26.4
20060517,1,25,18
20060517,1,30,14.8
20060517,1,35,13.6
20060517,1,40,8.6
20060517,1,45,3.2
20060517,1,50,1
20060517,1,55,0
20060517,2,0,1.2
20060517,2,5,4.6
20060517,2,10,1.6
20060517,2,15,1
20060517,2,20,11.4
20060517,2,25,11.8
20060517,2,30,20.6
20060517,2,35,16.2
20060517,2,40,22.8
20060517,2,45,13
20060517,2,50,24.4
20060517,2,55,12.4
20060517,3,0,6
20060517,3,5,22.6
20060517,3,10,16.4
20060517,3,15,7
20060517,3,20,6
20060517,3,25,3.2
20060517,3,30,9.8
20060517,3,35,4.2
20060517,3,40,4.2
20060517,3,45,1.6
20060517,3,50,4.4
20060517,3,55,1
20060517,4,0,11.8
20060517,4,5,20.4
20060517,4,10,18.2
20060517,4,15,34
20060517,4,20,29.4
20060517,4,25,19.4
20060517,4,30,18.8
20060517,4,35,18.6
20060517,4,40,19.8
20060517,4,45,17.8
20060517,4,50,17
20060517,4,55,18.4
20060517,5,0,17
20060517,5,5,18.8
20060517,5,10,20
20060517,5,15,17
20060517,5,20,20.2
20060517,5,25,17.2
20060517,5,30,18.4
20060517,5,35,17.8
20060517,5,40,20.6
20060517,5,45,18.8
20060517,5,50,19
20060517,5,55,19.2
20060517,6,0,17.2
20060517,6,5,18.6
20060517,6,10,22.6
20060517,6,15,22.8
20060517,6,20,26.2
20060517,6,25,22.2
20060517,6,30,19.8
20060517,6,35,23.8
20060517,6,40,26
20060517,6,45,22.8
20060517,6,50,31
20060517,6,55,31.6
20060517,7,0,29.4
20060517,7,5,31.8
20060517,7,10,32.8
20060517,7,15,34.8
20060517,7,20,36
20060517,7,25,61.6
20060517,7,30,42.8
20060517,7,35,52.8
20060517,7,40,38.2
20060517,7,45,50.6
20060517,7,50,46.8
20060517,7,55,57.6
20060517,8,0,54.4
20060517,8,5,56
20060517,8,10,53.2
20060517,8,15,49.6
20060517,8,20,80.6
20060517,8,25,58.2
20060517,8,30,49.4
20060517,8,35,52.2
20060517,8,40,51.4
20060517,8,45,44.8
20060517,8,50,44.8
20060517,8,55,54.4
20060517,9,0,53.4
20060517,9,5,38.8
20060517,9,10,59.2
20060517,9,15,51.8
20060517,9,20,58.4
20060517,9,25,48.4
20060517,9,30,56.8
20060517,9,35,51.2
20060517,9,40,55
20060517,9,45,52.4
20060517,9,50,58.4
20060517,9,55,42.8
20060517,10,0,55
20060517,10,5,75.8
20060517,10,10,49.6
20060517,10,15,52
20060517,10,20,59
20060517,10,25,48.4
20060517,10,30,54.8
20060517,10,35,64
20060517,10,40,54.2
20060517,10,45,36.6
20060517,10,50,52.2
20060517,10,55,65.2
20060517,11,0,61.2
20060517,11,5,50.4
20060517,11,10,50.2
20060517,11,15,50.2
20060517,11,20,55.6
20060517,11,25,56.8
20060517,11,30,43.2
20060517,11,35,55
20060517,11,40,52.6
20060517,11,45,49.2
20060517,11,50,39.8
20060517,11,55,47.4
20060517,12,0,52
20060517,12,5,55.4
20060517,12,10,37.2
20060517,12,15,46.8
20060517,12,20,48.4
20060517,12,25,39
20060517,12,30,34
20060517,12,35,33.6
20060517,12,40,36.2
20060517,12,45,33.6
20060517,12,50,50
20060517,12,55,41.8
20060517,13,0,48.6
20060517,13,5,42.8
20060517,13,10,41.2
20060517,13,15,53.8
20060517,13,20,36.4
20060517,13,25,52
20060517,13,30,34
20060517,13,35,55.8
20060517,13,40,49.8
20060517,13,45,56
20060517,13,50,49.4
20060517,13,55,40.8
20060517,14,0,49.8
20060517,14,5,58.4
20060517,14,10,76.2
20060517,14,15,61.2
20060517,14,20,56
20060517,14,25,57.8
20060517,14,30,52.2
20060517,14,35,60.2
20060517,14,40,57
20060517,14,45,57.2
20060517,14,50,56.4
20060517,14,55,61.6
20060517,15,0,55.2
20060517,15,5,59.8
20060517,15,10,64.2
20060517,15,15,59.8
20060517,15,20,66.4
20060517,15,25,56.2
20060517,15,30,57.6
20060517,15,35,6.6
20060517,15,40,55.6
20060517,15,45,55.8
20060517,15,50,68.6
20060517,15,55,54.6
20060517,16,0,54.2
20060517,16,5,59.4
20060517,16,10,42
20060517,16,15,54
20060517,16,20,41.8
20060517,16,25,36.2
20060517,16,30,42
20060517,16,35,34
20060517,16,40,21.6
20060517,16,45,25.4
20060517,16,50,28.2
20060517,16,55,15.6
20060517,17,0,16.4
20060517,17,5,19
20060517,17,10,21.6
20060517,17,15,17.4
20060517,17,20,20.8
20060517,17,25,18.8
20060517,17,30,18.8
20060517,17,35,19
20060517,17,40,21.4
20060517,17,45,18.6
20060517,17,50,15.2
20060517,17,55,11.2
20060517,18,0,6.6
20060517,18,5,5.4
20060517,18,10,10.6
20060517,18,15,8
20060517,18,20,12.8
20060517,18,25,10.2
20060517,18,30,8.6
20060517,18,35,6
20060517,18,40,3.2
20060517,18,45,6
20060517,18,50,6.8
20060517,18,55,9
20060517,19,0,5.6
20060517,19,5,1.2
20060517,19,10,5.4
20060517,19,15,5.8
20060517,19,20,1
20060517,19,25,12.2
20060517,19,30,5.6
20060517,19,35,14
20060517,19,40,6.8
20060517,19,45,5.4
20060517,19,50,9.2
20060517,19,55,2
20060517,20,0,7.4
20060517,20,5,9.4
20060517,20,10,13.6
20060517,20,15,13.4
20060517,20,20,10.2
20060517,20,25,9.2
20060517,20,30,10.8
20060517,20,35,8.8
20060517,20,40,8.6
20060517,20,45,8.2
20060517,20,50,1
20060517,20,55,1.4
20060517,21,0,2
20060517,21,5,10.4
20060517,21,10,6.4
20060517,21,15,9.8
20060517,21,20,10.2
20060517,21,25,9.8
20060517,21,30,8.6
20060517,21,35,8.2
20060517,21,40,11.8
20060517,21,45,10
20060517,21,50,4.6
20060517,21,55,6
20060517,22,0,5.6
20060517,22,5,5.4
20060517,22,10,3.2
20060517,22,15,2.4
20060517,22,20,6.4
20060517,22,25,0.6
20060517,22,30,4
20060517,22,35,2
20060517,22,40,7.4
20060517,22,45,0
20060517,22,50,1
20060517,22,55,0
20060517,23,0,1.6
20060517,23,5,3.6
20060517,23,10,0.4
20060517,23,15,1.8
20060517,23,20,0.6
20060517,23,25,2.8
20060517,23,30,0.2
20060517,23,35,0
20060517,23,40,0.4
20060517,23,45,0
20060517,23,50,0
20060517,23,55,0
20060518,0,0,3.4
20060518,0,5,20
20060518,0,10,20
20060518,0,15,4.2
20060518,0,20,0.4
20060518,0,25,2
20060518,0,30,15.8
20060518,0,35,19.4
20060518,0,40,8.4
20060518,0,45,4.8
20060518,0,50,0.2
20060518,0,55,0
20060518,1,0,0.4
20060518,1,5,0
20060518,1,10,3.6
20060518,1,15,0.6
20060518,1,20,1.4
20060518,1,25,1.6
20060518,1,30,2
20060518,1,35,3
20060518,1,40,0.8
20060518,1,45,1.8
20060518,1,50,1.8
20060518,1,55,1
20060518,2,0,2
20060518,2,5,23.2
20060518,2,10,17.2
20060518,2,15,20.6
20060518,2,20,26.8
20060518,2,25,24.8
20060518,2,30,13
20060518,2,35,13.2
20060518,2,40,11.8
20060518,2,45,11.8
20060518,2,50,6
20060518,2,55,3.8
20060518,3,0,8.4
20060518,3,5,2.8
20060518,3,10,3.4
20060518,3,15,2.4
20060518,3,20,4.2
20060518,3,25,5.4
20060518,3,30,0.6
20060518,3,35,3.4
20060518,3,40,0
20060518,3,45,0.4
20060518,3,50,0.2
20060518,3,55,6.4
20060518,4,0,5
20060518,4,5,5
20060518,4,10,0
20060518,4,15,0.6
20060518,4,20,2.2
20060518,4,25,0.2
20060518,4,30,0.4
20060518,4,35,4.8
20060518,4,40,0.6
20060518,4,45,0.4
20060518,4,50,0
20060518,4,55,0.2
20060518,5,0,4.2
20060518,5,5,3.6
20060518,5,10,1
20060518,5,15,2.8
20060518,5,20,0.2
20060518,5,25,0.2
20060518,5,30,0
20060518,5,35,0.2
20060518,5,40,0.8
20060518,5,45,6
20060518,5,50,7.8
20060518,5,55,3.8
20060518,6,0,2.4
20060518,6,5,0.8
20060518,6,10,2.4
20060518,6,15,2.2
20060518,6,20,2.8
20060518,6,25,4
